"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 09 14:09:34 UTC 2024","Tue Jul 09 14:09:35 UTC 2024","639","/bundle","/{MasterId}","","","","testGetBundleIdItemIdAbchistoryByMasterId",""
"passed","Tue Jul 09 14:11:10 UTC 2024","Tue Jul 09 14:11:11 UTC 2024","354","/SchedulingOptimizationRegression","/C000011 Verify that appointments are scheduled for clients that are connected to providers and have a custom rate for one of those providers on a service code associated with their authorization","","","","pre-request Create ServiceCode2",""
"passed","Tue Jul 09 14:12:08 UTC 2024","Tue Jul 09 14:12:09 UTC 2024","369","/contact","","","","","testContactsById",""
"failed","Tue Jul 09 14:11:33 UTC 2024","Tue Jul 09 14:11:34 UTC 2024","599","/billing","Process Bulk Signature Activity","Provider signature","","","testPutBillingSignaturesProvider",""
"passed","Tue Jul 09 14:09:35 UTC 2024","Tue Jul 09 14:09:36 UTC 2024","1399","/billing","/receivables","","","","testBillingReceivablesFilters",""
"passed","Tue Jul 09 14:09:48 UTC 2024","Tue Jul 09 14:09:49 UTC 2024","1046","/billing","/servicecodes","/labels","","","testGetBillingServicecodesLabelsResponse",""
"passed","Tue Jul 09 14:10:13 UTC 2024","Tue Jul 09 14:10:14 UTC 2024","620","/billing","/servicecodes","","","","testPostBillingServiceCodescalcDefaultUnits",""
"passed","Tue Jul 09 14:09:33 UTC 2024","Tue Jul 09 14:09:35 UTC 2024","1677","/permissions","/groups","","","","testPermissionsDeleteGroupById",""
"passed","Tue Jul 09 14:09:10 UTC 2024","Tue Jul 09 14:09:11 UTC 2024","516","/SchedulingOptimizationRegression","/C611059 Verify cases with existing draft editing(address, time, service code, date, provider) and replaceEvent Rollback logic","","","","pre-request Create Appointment3",""
"passed","Tue Jul 09 14:12:00 UTC 2024","Tue Jul 09 14:12:01 UTC 2024","833","/learn","/test","","","","testLearnBundleItemAssign",""
"passed","Tue Jul 09 14:12:11 UTC 2024","Tue Jul 09 14:12:12 UTC 2024","428","/SchedulingOptimizationRegression","/Provider Cxl Coverage Span Create Events","","","","pre-request Create Employee4",""
"passed","Tue Jul 09 14:13:31 UTC 2024","Tue Jul 09 14:13:32 UTC 2024","498","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","45mins lunch break for providers working over 3hours15mins","","","test C735600 Open Draft Appointments",""
"passed","Tue Jul 09 14:09:20 UTC 2024","Tue Jul 09 14:09:22 UTC 2024","1342","Auth","","","","","testGetToken",""
"passed","Tue Jul 09 14:12:00 UTC 2024","Tue Jul 09 14:12:00 UTC 2024","408","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","45mins lunch break for providers working over 3hours15mins","","","test C735597 Open Status Drafts",""
"passed","Tue Jul 09 14:12:12 UTC 2024","Tue Jul 09 14:12:13 UTC 2024","396","/contact","","","","","testPostAddNewPrincipalToContactResponse",""
"passed","Tue Jul 09 14:15:48 UTC 2024","Tue Jul 09 14:15:48 UTC 2024","166","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951297 Provider Prioritization in Clinic","","","test C951297 Open Draft Appointments 2",""
"passed","Tue Jul 09 14:11:04 UTC 2024","Tue Jul 09 14:11:04 UTC 2024","247","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","45mins lunch break for providers working over 3hours15mins","","","pre-request Create Client2",""
"passed","Tue Jul 09 14:09:36 UTC 2024","Tue Jul 09 14:09:37 UTC 2024","633","/internal","courses","","","","authOldAPI",""
"passed","Tue Jul 09 14:11:43 UTC 2024","Tue Jul 09 14:11:44 UTC 2024","370","/contact","/MembersApi","/Client User > /HealthRecord","","","test contacts.loadHealthHeightList","Path:

Client Profile > Health Record > Height"
"failed","Tue Jul 09 14:09:34 UTC 2024","Tue Jul 09 14:09:34 UTC 2024","249","/SchedulingOptimizationRegression","/C603943 Verify that available High Impact and Lots of Changes optimization types for Existing Optimization Drafts","","","","test C603943 Post Optimization with incorrect Draft date",""
"passed","Tue Jul 09 14:12:28 UTC 2024","Tue Jul 09 14:12:29 UTC 2024","273","/billing","old version of endpoint","","","","testPUT/creditcard/{id}/overview",""
"passed","Tue Jul 09 14:09:01 UTC 2024","Tue Jul 09 14:09:02 UTC 2024","271","/SchedulingOptimizationRegression","/C603943 Verify that available High Impact and Lots of Changes optimization types for Existing Optimization Drafts","","","","pre-request Add Availability to Employee2",""
"passed","Tue Jul 09 14:11:18 UTC 2024","Tue Jul 09 14:11:18 UTC 2024","388","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","pre-request Deactivate Client2",""
"passed","Tue Jul 09 14:15:49 UTC 2024","Tue Jul 09 14:15:49 UTC 2024","161","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951298 Non-preferred provider is scheduled for the week when no preferred providers are available for the whole time","","","pre-request Deactivate Employee1",""
"passed","Tue Jul 09 14:16:27 UTC 2024","Tue Jul 09 14:16:27 UTC 2024","368","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Clinical","","","","pre-request Create Appointment6",""
"passed","Tue Jul 09 14:10:33 UTC 2024","Tue Jul 09 14:10:34 UTC 2024","796","/SchedulingOptimizationRegression","/C609011 Verify that applied  non authorized service codes and service codes which missed authorisation - not occurs error and allow to edit and save draft in existing draft appointments","","","","pre-request Add Availability to Employee1",""
"passed","Tue Jul 09 14:10:06 UTC 2024","Tue Jul 09 14:10:07 UTC 2024","804","Auth","","","","","auth",""
"passed","Tue Jul 09 14:10:34 UTC 2024","Tue Jul 09 14:10:36 UTC 2024","1714","/billing","/MembersApi","/DraftTimesheet","","","pre-request Get Timesheet Data","Path:

BILLING & TIMESHEETS > Draft Timesheets > open Existing draft timesheet"
"passed","Tue Jul 09 14:10:18 UTC 2024","Tue Jul 09 14:10:18 UTC 2024","244","/billing","/servicecodes","","","","testPutBillingServiceCodesDescriptionCharacters",""
"passed","Tue Jul 09 14:09:49 UTC 2024","Tue Jul 09 14:09:50 UTC 2024","1407","/contact","/bundles","","","","testGetContactsBundles",""
"passed","Tue Jul 09 14:09:03 UTC 2024","Tue Jul 09 14:09:04 UTC 2024","1279","/payroll","/history","","","","testPayrollHistoryResponse",""
"passed","Tue Jul 09 14:11:13 UTC 2024","Tue Jul 09 14:11:13 UTC 2024","150","/SchedulingOptimizationRegression","/C000008 Verify that service code is valid for optimization when it has a fee schedule with an insurance different from the associated client","","","","pre-request Deactivate Client1",""
"passed","Tue Jul 09 14:13:25 UTC 2024","Tue Jul 09 14:13:26 UTC 2024","313","/SchedulingOptimizationRegression","/Recover canceled event","","","","test C911185 Recover Canceled Event",""
"passed","Tue Jul 09 14:12:25 UTC 2024","Tue Jul 09 14:12:25 UTC 2024","269","/SchedulingOptimizationRegression","/Switching Orders - Schedule Creation Lunch Break Enhancement","","","","pre-request Create company Office Location 1",""
"passed","Tue Jul 09 14:09:32 UTC 2024","Tue Jul 09 14:09:36 UTC 2024","3645","/geo","","","","","testGeoReversegeocodeEnterprise","Release: 7.10  
Ticket: CRCH-6687  
Description: Updated request to include new property ""providerStatusCode"""
"passed","Tue Jul 09 14:09:07 UTC 2024","Tue Jul 09 14:09:07 UTC 2024","528","/SchedulingOptimizationRegression","/C611059 Verify cases with existing draft editing(address, time, service code, date, provider) and replaceEvent Rollback logic","","","","pre-request Add Availability to Client4",""
"passed","Tue Jul 09 14:15:15 UTC 2024","Tue Jul 09 14:15:19 UTC 2024","4514","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request C735595 delay 15 seconds",""
"passed","Tue Jul 09 14:12:20 UTC 2024","Tue Jul 09 14:12:21 UTC 2024","1707","/SchedulingOptimizationRegression","/C000013 Verify Fill Client Accepted/Authorized Hours Optimization","","","","test C000013 POSTSchedulingOptimizationOptimize -FillClientHours by ClientAcceptedHours with Existing appointment",""
"passed","Tue Jul 09 14:09:47 UTC 2024","Tue Jul 09 14:09:49 UTC 2024","1801","/contact","/bundles","","","","testGetContactBundles",""
"passed","Tue Jul 09 14:11:29 UTC 2024","Tue Jul 09 14:11:30 UTC 2024","584","/billing","Process Bulk Signature Activity","Provider signature","","","POST Create service code",""
"passed","Tue Jul 09 14:10:33 UTC 2024","Tue Jul 09 14:10:33 UTC 2024","355","/tasks","","","","","testPostTasksByIdTaskResponse",""
"passed","Tue Jul 09 14:10:38 UTC 2024","Tue Jul 09 14:10:38 UTC 2024","642","/SchedulingOptimizationRegression","/C000013 Verify Fill Client Accepted/Authorized Hours Optimization","","","","pre-request Create Client1",""
"passed","Tue Jul 09 14:10:25 UTC 2024","Tue Jul 09 14:10:25 UTC 2024","414","Auth","","","","","auth",""
"passed","Tue Jul 09 14:14:08 UTC 2024","Tue Jul 09 14:14:09 UTC 2024","208","/SchedulingOptimizationRegression","/Provider Cxl Coverage Split","","","","pre-request Get Client1 Insurance Id",""
"passed","Tue Jul 09 14:15:00 UTC 2024","Tue Jul 09 14:15:00 UTC 2024","486","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951299 Preferred client gets scheduled with their most preferred provider","","","pre-request Create Client2",""
"passed","Tue Jul 09 14:09:28 UTC 2024","Tue Jul 09 14:09:28 UTC 2024","102","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","pre-request Add Availability to Client2",""
"passed","Tue Jul 09 14:10:27 UTC 2024","Tue Jul 09 14:10:27 UTC 2024","300","/payroll","/pto","/employees","","","testPostPtoEmployeesContactIdTimeOffRResponse",""
"passed","Tue Jul 09 14:14:20 UTC 2024","Tue Jul 09 14:14:20 UTC 2024","108","/SchedulingOptimizationRegression","/C000010 Implement ""Optimize Schedule By""","","","","pre-request Deactivate Client4",""
"passed","Tue Jul 09 14:14:20 UTC 2024","Tue Jul 09 14:14:20 UTC 2024","98","/SchedulingOptimizationRegression","/C000010 Implement ""Optimize Schedule By""","","","","pre-request Deactivate Client1",""
"passed","Tue Jul 09 14:10:55 UTC 2024","Tue Jul 09 14:10:55 UTC 2024","182","/bundles","/old version of endpoint","","","","testBundlesLoadchildgoals",""
"passed","Tue Jul 09 14:10:00 UTC 2024","Tue Jul 09 14:10:01 UTC 2024","689","/recon","/transactions","batches","","","pre-requestTestReconTransaction",""
"passed","Tue Jul 09 14:10:49 UTC 2024","Tue Jul 09 14:10:49 UTC 2024","121","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request Set Default Settings",""
"passed","Tue Jul 09 14:14:59 UTC 2024","Tue Jul 09 14:15:00 UTC 2024","589","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Work/School","","","","pre-request Create Client1",""
"passed","Tue Jul 09 14:10:47 UTC 2024","Tue Jul 09 14:10:48 UTC 2024","511","/payroll","old version of endpoint","","","","pre-request GetPayrollExportSettings",""
"passed","Tue Jul 09 14:09:25 UTC 2024","Tue Jul 09 14:09:26 UTC 2024","1467","/permissions","/groups","","","","testGetPermissionsGroupsIdMembers",""
"passed","Tue Jul 09 14:12:56 UTC 2024","Tue Jul 09 14:12:57 UTC 2024","538","/SchedulingOptimizationRegression","/Recover canceled event","","","","pre-request Create Client2",""
"passed","Tue Jul 09 14:12:19 UTC 2024","Tue Jul 09 14:12:19 UTC 2024","244","/learn","/form","","","","testAssignNewLearnTreeToClientById",""
"passed","Tue Jul 09 14:15:09 UTC 2024","Tue Jul 09 14:15:09 UTC 2024","381","Auth","","","","","authOldAPI",""
"passed","Tue Jul 09 14:15:30 UTC 2024","Tue Jul 09 14:15:30 UTC 2024","236","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951297 Provider Prioritization in Clinic","","","test C951297 Open Draft Appointments",""
"passed","Tue Jul 09 14:09:53 UTC 2024","Tue Jul 09 14:09:54 UTC 2024","1025","/permissions","","","","","testGetProviderSignaturePermission",""
"passed","Tue Jul 09 14:09:00 UTC 2024","Tue Jul 09 14:09:01 UTC 2024","966","Auth","","","","","auth",""
"passed","Tue Jul 09 14:15:20 UTC 2024","Tue Jul 09 14:15:20 UTC 2024","536","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C948378 Client Prioritization in Clinic","","","pre-request C948378 delay 15 seconds 2",""
"passed","Tue Jul 09 14:11:29 UTC 2024","Tue Jul 09 14:11:29 UTC 2024","187","/SchedulingOptimizationRegression","/C609011 Verify that applied  non authorized service codes and service codes which missed authorisation - not occurs error and allow to edit and save draft in existing draft appointments","","","","pre-request Location1 Delete",""
"passed","Tue Jul 09 14:15:21 UTC 2024","Tue Jul 09 14:15:22 UTC 2024","701","Auth","","","","","testGetToken",""
"passed","Tue Jul 09 14:16:26 UTC 2024","Tue Jul 09 14:16:26 UTC 2024","278","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Clinical","","","","pre-request Create Appointment4",""
"passed","Tue Jul 09 14:13:54 UTC 2024","Tue Jul 09 14:13:55 UTC 2024","106","/SchedulingOptimizationRegression","/Optimization validation","","","","test timeBlocksEnd%15 != 0",""
"passed","Tue Jul 09 14:15:36 UTC 2024","Tue Jul 09 14:15:36 UTC 2024","103","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951299 Preferred client gets scheduled with their most preferred provider","","","pre-request Add Primary Location to Employee2",""
"passed","Tue Jul 09 14:15:59 UTC 2024","Tue Jul 09 14:15:59 UTC 2024","224","/SchedulingOptimizationRegression","/Provider Cxl Coverage - Publish draft schedule","","","","test C852127 Open Status Drafts",""
"passed","Tue Jul 09 14:09:44 UTC 2024","Tue Jul 09 14:09:45 UTC 2024","1056","/internal","courses","","","","testPostScheduleCoursesDeleteResponse",""
"passed","Tue Jul 09 14:09:45 UTC 2024","Tue Jul 09 14:09:46 UTC 2024","1050","/billing","/servicecodes","/labels","","","testPostNewServicecodesBillingLabelParent",""
"passed","Tue Jul 09 14:09:51 UTC 2024","Tue Jul 09 14:09:51 UTC 2024","405","/sessions","","","","","testDeleteSession",""
"passed","Tue Jul 09 14:09:35 UTC 2024","Tue Jul 09 14:09:40 UTC 2024","5051","/recon","/transactions","batches","","","pre-requestResources",""
"passed","Tue Jul 09 14:09:46 UTC 2024","Tue Jul 09 14:09:46 UTC 2024","248","/SchedulingOptimizationRegression","/C611063 Verify Publishing Converted Appointment Changes","","","","test C611063 Verify Appointment1 details",""
"passed","Tue Jul 09 14:11:38 UTC 2024","Tue Jul 09 14:11:39 UTC 2024","1316","/billing","old version of endpoint","","","","pre-request Get Client",""
"passed","Tue Jul 09 14:11:13 UTC 2024","Tue Jul 09 14:11:13 UTC 2024","657","/scheduling","Availability","Create Edit Delete some items ","","","testGetScheduleClientAvailabilityClientId",""
"passed","Tue Jul 09 14:09:44 UTC 2024","Tue Jul 09 14:09:44 UTC 2024","801","/bundle","/session","","","","testGetBundleSessionIdActivityIdOpportunities",""
"passed","Tue Jul 09 14:12:36 UTC 2024","Tue Jul 09 14:12:36 UTC 2024","86","/SchedulingOptimizationRegression","/C000013 Verify Fill Client Accepted/Authorized Hours Optimization","","","","pre-request C000013 delay 15 seconds -FillClientHours by ClientAcceptedHours with Existing appointment",""
"passed","Tue Jul 09 14:16:00 UTC 2024","Tue Jul 09 14:16:01 UTC 2024","176","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951299 Preferred client gets scheduled with their most preferred provider","","","test Get Preferred Providers test For Client BadRequest","[https://centralreach.atlassian.net/browse/CRCH-18160<br>](https://centralreach.atlassian.net/browse/CRCH-18160)  
The endpoint retrieves the refreshed historical preferred providers for a specific client.

#### Request

No request body is required for this endpoint.

- `optimizationC951299NewClient2Id` (path parameter) : The ID of the client for which the preferred providers are being retrieved.
    

#### Response

The response for this request is a JSON object with the following schema:

``` json
{
  ""type"": ""object"",
  ""properties"": {
    ""preferredProviders"": {
      ""type"": ""array"",
      ""items"": {}
    },
    ""result"": {
      ""type"": ""string""
    },
    ""failed"": {
      ""type"": ""boolean""
    },
    ""cachedTime"": {
      ""type"": ""integer""
    }
  }
}

 ```

- `preferredProviders` (array) : An array of preferred providers.
    
- `result` (string) : The result of the operation.
    
- `failed` (boolean) : Indicates if the operation failed.
    
- `cachedTime` (integer) : The time at which the response was cached."
"passed","Tue Jul 09 14:16:23 UTC 2024","Tue Jul 09 14:16:23 UTC 2024","150","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Clinical","","","","pre-request Add custom rate to ServiceCode1",""
"passed","Tue Jul 09 14:13:04 UTC 2024","Tue Jul 09 14:13:05 UTC 2024","357","/SchedulingOptimizationRegression","/Switching Orders - Schedule Creation Lunch Break Enhancement","","","","pre-request Update Appointment1",""
"passed","Tue Jul 09 14:10:43 UTC 2024","Tue Jul 09 14:10:43 UTC 2024","557","/scheduling","The employee doesn't have permission  Contacts > Manage Own Basic Info","","","","authOldAPI",""
"passed","Tue Jul 09 14:15:49 UTC 2024","Tue Jul 09 14:15:49 UTC 2024","206","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951297 Provider Prioritization in Clinic","","","pre-request C951297 Edit Availability of Employee2",""
"passed","Tue Jul 09 14:10:19 UTC 2024","Tue Jul 09 14:10:20 UTC 2024","193","/contact","/MembersApi","/Provider User > /Dashboard","","","pre-request Get Contact Labels",""
"passed","Tue Jul 09 14:14:57 UTC 2024","Tue Jul 09 14:14:58 UTC 2024","341","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Work/School","","","","pre-request Set Default Settings",""
"passed","Tue Jul 09 14:15:20 UTC 2024","Tue Jul 09 14:15:21 UTC 2024","726","Auth","","","","","authOldAPI",""
"passed","Tue Jul 09 14:15:00 UTC 2024","Tue Jul 09 14:15:15 UTC 2024","15361","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request C735595 delay 15 seconds",""
"passed","Tue Jul 09 14:12:28 UTC 2024","Tue Jul 09 14:12:28 UTC 2024","372","/learn","/criteriatemplate","","","","testPutCriteriaToLearnTemplateById",""
"passed","Tue Jul 09 14:10:14 UTC 2024","Tue Jul 09 14:10:19 UTC 2024","4553","/SchedulingOptimizationRegression","/C000010 Implement ""Optimize Schedule By""","","","","auth",""
"passed","Tue Jul 09 14:13:51 UTC 2024","Tue Jul 09 14:13:51 UTC 2024","113","/SchedulingOptimizationRegression","/Optimization validation","","","","test lengthOfLunch < 30",""
"passed","Tue Jul 09 14:11:00 UTC 2024","Tue Jul 09 14:11:01 UTC 2024","1018","/contact","/MembersApi","/Provider User > /Settings","","","test scheduling.loadprovideravailability","Path:

Provider Profile > Settings > Availability"
"failed","Tue Jul 09 14:11:49 UTC 2024","Tue Jul 09 14:11:50 UTC 2024","1312","/learn","/session","group","","","testGetSessionGroupByIdGroup",""
"passed","Tue Jul 09 14:09:32 UTC 2024","Tue Jul 09 14:09:33 UTC 2024","1241","/claims","/labels","","","","testPutNewClaimsLabel",""
"passed","Tue Jul 09 14:13:09 UTC 2024","Tue Jul 09 14:13:09 UTC 2024","140","/SchedulingOptimizationRegression","/Provider Cxl Coverage - Publish draft schedule","","","","pre-request Add Availability to Employee1",""
"passed","Tue Jul 09 14:14:02 UTC 2024","Tue Jul 09 14:14:03 UTC 2024","373","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C948378 Client Prioritization in Clinic","","","auth",""
"passed","Tue Jul 09 14:14:34 UTC 2024","Tue Jul 09 14:14:34 UTC 2024","137","/SchedulingOptimizationRegression","/Verify recurrence parameter","","","","pre-request Deactivate Employee2",""
"passed","Tue Jul 09 14:09:06 UTC 2024","Tue Jul 09 14:09:06 UTC 2024","528","/SchedulingOptimizationRegression","/C603943 Verify that available High Impact and Lots of Changes optimization types for Existing Optimization Drafts","","","","pre-request Create Appointment4",""
"passed","Tue Jul 09 14:10:49 UTC 2024","Tue Jul 09 14:10:49 UTC 2024","234","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request Create Client1",""
"passed","Tue Jul 09 14:17:14 UTC 2024","Tue Jul 09 14:17:15 UTC 2024","118","/SchedulingOptimizationRegression","Provider Cancellation & Non-Billable Events Optimisation","","","","pre-request Create company Office Location 5",""
"passed","Tue Jul 09 14:16:26 UTC 2024","Tue Jul 09 14:16:26 UTC 2024","245","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Clinical","","","","pre-request Create Appointment3",""
"passed","Tue Jul 09 14:08:40 UTC 2024","Tue Jul 09 14:08:42 UTC 2024","1680","Auth","","","","","testGetToken",""
"passed","Tue Jul 09 14:10:15 UTC 2024","Tue Jul 09 14:10:16 UTC 2024","519","/scheduling","Sync Appointment Type","","","","testGetPermissionsGroups",""
"passed","Tue Jul 09 14:14:11 UTC 2024","Tue Jul 09 14:14:12 UTC 2024","199","/SchedulingOptimizationRegression","/Provider Cxl Coverage Span Create Events","","","","pre-request Add ServiceCode1 to Authorization1",""
"passed","Tue Jul 09 14:08:57 UTC 2024","Tue Jul 09 14:09:00 UTC 2024","2252","Auth","","","","","auth",""
"failed","Tue Jul 09 14:09:45 UTC 2024","Tue Jul 09 14:09:45 UTC 2024","261","/SchedulingOptimizationRegression","/C603986 Verify edit components, overlapping appointments, drafts with different timzones","","","","test C603986 Verify created appointments",""
"passed","Tue Jul 09 14:15:11 UTC 2024","Tue Jul 09 14:15:11 UTC 2024","227","/SchedulingOptimizationRegression","/Incorporate Weekly and Daily Limits","","","","test C930865 Open Draft Appointments Next Week",""
"passed","Tue Jul 09 14:11:43 UTC 2024","Tue Jul 09 14:11:44 UTC 2024","634","/billing","old version of endpoint","","","","testBillingmanagerLoadauthorizationspayor",""
"passed","Tue Jul 09 14:12:29 UTC 2024","Tue Jul 09 14:12:30 UTC 2024","597","/learn","/labels","","","","testCanNotSetChildLabelAsParentToItsAncestorLearn",""
"passed","Tue Jul 09 14:09:14 UTC 2024","Tue Jul 09 14:09:15 UTC 2024","1453","/learn","/bundles","/item","","","testPostAssignLearnBundleItem",""
"passed","Tue Jul 09 14:11:10 UTC 2024","Tue Jul 09 14:11:10 UTC 2024","627","/contact","/MembersApi","/Client User > /Payors","","","test shared.lookupcodesets","Path:

Client Profile > Payors > Click Add new Insurance"
"passed","Tue Jul 09 14:12:27 UTC 2024","Tue Jul 09 14:12:28 UTC 2024","370","/billing","old version of endpoint","","","","testGET/bulkgeocode/bulkgeocodebatch","Path:

BILLING & TIMESHEETS > Timesheets"
"passed","Tue Jul 09 14:10:50 UTC 2024","Tue Jul 09 14:10:51 UTC 2024","214","/bundles","/old version of endpoint","","","","testBundlesSetitemaccess",""
"passed","Tue Jul 09 14:12:30 UTC 2024","Tue Jul 09 14:12:30 UTC 2024","212","/learn","/labels","","","","testUserCannotEditLabelWhenDoesNotOwnHimLearn",""
"passed","Tue Jul 09 14:09:35 UTC 2024","Tue Jul 09 14:09:37 UTC 2024","1504","/permissions","/groups","","","","pre-requestPermissionGroups",""
"passed","Tue Jul 09 14:08:53 UTC 2024","Tue Jul 09 14:08:54 UTC 2024","905","/SchedulingOptimizationRegression","/C603943 Verify that available High Impact and Lots of Changes optimization types for Existing Optimization Drafts","","","","pre-request Create company Office Location 1",""
"passed","Tue Jul 09 14:09:46 UTC 2024","Tue Jul 09 14:09:46 UTC 2024","341","/SchedulingOptimizationRegression","/C611063 Verify Publishing Converted Appointment Changes","","","","test C611063 Verify Appointment2 details",""
"passed","Tue Jul 09 14:09:11 UTC 2024","Tue Jul 09 14:09:15 UTC 2024","4308","/SchedulingOptimizationRegression","/C611119 Track no availabilities failure on the History job record","","","","pre-request Deactivate Employee1",""
"passed","Tue Jul 09 14:11:44 UTC 2024","Tue Jul 09 14:11:44 UTC 2024","450","/SchedulingOptimizationRegression","/Verify recurrence parameter","","","","pre-request Create Client1",""
"passed","Tue Jul 09 14:11:04 UTC 2024","Tue Jul 09 14:11:04 UTC 2024","283","/SchedulingOptimizationRegression","/C609011 Verify that applied  non authorized service codes and service codes which missed authorisation - not occurs error and allow to edit and save draft in existing draft appointments","","","","pre-request Delete custom rate of ServiceCode1",""
"passed","Tue Jul 09 14:09:33 UTC 2024","Tue Jul 09 14:09:34 UTC 2024","1072","/abctemplate","","","","","testDeleteFunctionToOptionOfTemplate",""
"passed","Tue Jul 09 14:11:14 UTC 2024","Tue Jul 09 14:11:14 UTC 2024","526","/scheduling","Availability","Create Edit Delete some items ","","","testGetScheduleClientAvailabilityClientId",""
"passed","Tue Jul 09 14:16:04 UTC 2024","Tue Jul 09 14:16:04 UTC 2024","172","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Work/School","","","","pre-request Add Primary Location to Employee1",""
"passed","Tue Jul 09 14:12:36 UTC 2024","Tue Jul 09 14:13:03 UTC 2024","26361","/SchedulingOptimizationRegression","/Provider Cxl Coverage Split","","","","pre-request Connect Employee2 vs Clients NEW",""
"passed","Tue Jul 09 14:14:29 UTC 2024","Tue Jul 09 14:14:29 UTC 2024","90","/SchedulingOptimizationRegression","/Verify recurrence parameter","","","","pre-request C853260 delay 15 seconds",""
"passed","Tue Jul 09 14:11:24 UTC 2024","Tue Jul 09 14:11:24 UTC 2024","359","/SchedulingOptimizationRegression","/C609011 Verify that applied  non authorized service codes and service codes which missed authorisation - not occurs error and allow to edit and save draft in existing draft appointments","","","","pre-request Update Draft 3","Verify Post status

Place - Scheduling > Draft Schedules > Draft Schedules tab"
"failed","Tue Jul 09 14:13:36 UTC 2024","Tue Jul 09 14:13:36 UTC 2024","166","/SchedulingOptimizationRegression","/Provider Cxl Coverage - Publish draft schedule","","","","test C852128 Get Created Appointments (manually cancel)",""
"passed","Tue Jul 09 14:10:49 UTC 2024","Tue Jul 09 14:10:50 UTC 2024","305","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request Create Client2",""
"passed","Tue Jul 09 14:09:42 UTC 2024","Tue Jul 09 14:09:42 UTC 2024","524","/notes","/note-templates","","","","testGetNoteTemplatesByIdHistory",""
"passed","Tue Jul 09 14:11:02 UTC 2024","Tue Jul 09 14:11:02 UTC 2024","187","/bundles","/old version of endpoint","","","","pre-request DeleteItem",""
"passed","Tue Jul 09 14:10:18 UTC 2024","Tue Jul 09 14:10:18 UTC 2024","245","/billing","/servicecodes","","","","testPutBillingServiceCodesCodeCharacters",""
"passed","Tue Jul 09 14:10:39 UTC 2024","Tue Jul 09 14:10:40 UTC 2024","700","/SchedulingOptimizationRegression","/C609011 Verify that applied  non authorized service codes and service codes which missed authorisation - not occurs error and allow to edit and save draft in existing draft appointments","","","","pre-request Create Appointment3",""
"passed","Tue Jul 09 14:10:50 UTC 2024","Tue Jul 09 14:10:51 UTC 2024","155","/SchedulingOptimizationRegression","/C000008 Verify that service code is valid for optimization when it has a fee schedule with an insurance different from the associated client","","","","pre-request Create Client1 Insurance Payor",""
"passed","Tue Jul 09 14:16:42 UTC 2024","Tue Jul 09 14:16:43 UTC 2024","102","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951297 Provider Prioritization in Clinic","","","pre-request Deactivate Employee2",""
"passed","Tue Jul 09 14:10:10 UTC 2024","Tue Jul 09 14:10:11 UTC 2024","593","/recon","/transactions","batches","","","pre-requestTestRecon",""
"passed","Tue Jul 09 14:11:11 UTC 2024","Tue Jul 09 14:11:11 UTC 2024","256","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request Add Primary Location to Client1",""
